frame |NNN|EEEEE S|TNE TTTT VV|TNE TTTT VV|TNE TTTT VV|
04535 |...|..... .|... -045 ..|... .... ..|... .... -1|
04536 |...|..... .|... -02A ..|... .... ..|... .... ..|
04537 |+05|+0053 C|.N. -093 +5|TNe +1A6 +F|.N. .... +5|
04538 |...|..... .|.n. +093 ..|.n. .... ..|.n. -07C ..|
04539 |...|..... .|... .... -1|.N. .... -2|... +07C -1|
04540 |...|..... .|... +06F -4|... -29C -2|... .... ..|
04541 |...|..... .|... -045 ..|... +064 -1|... .... -1|
04542 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
04543 |-0C|..... C|.N. -06E +2|... -12C +2|.N. +0BA -1|
04544 |...|..... .|.n. +0DD ..|tnE .... -C|.n. -0F8 ..|
04545 |...|..... .|... .... -1|... .... ..|... +0F8 -1|
04546 |...|..... .|... .... -1|... .... ..|... .... ..|
04547 |...|..... .|... -045 ..|... .... ..|... .... -1|
04548 |...|..... .|... -02A ..|... .... ..|... .... ..|
04549 |-02|-0053 C|.N. -0BA +5|.Ne +3E3 +D|.N. -089 +5|
-------------------------------------------------------
04550 |...|..... .|... +046 ..|... .... +2|.n. -00E ..|
04551 |...|..... .|... .... ..|TnE .... -F|... -00C -1|
04552 |+02|..... .|.n. +0E3 -5|... .... ..|... .... ..|
04553 |...|..... .|... -045 ..|... .... ..|... .... -1|
04554 |...|..... .|... -02A ..|... .... ..|... .... ..|
04555 |...|+0053 8|.N. -093 +2|.Ne -489 +C|.N. +07B -3|
04556 |...|..... .|.n. +093 ..|tnE .... -C|.n. -0DD ..|
04557 |...|..... .|... .... -1|... .... ..|... +0DD -1|
04558 |...|..... .|... +06F -1|... .... ..|... .... ..|
04559 |...|..... .|... -045 ..|... .... ..|... .... ..|
04560 |...|..... .|... -02A ..|... .... ..|... .... ..|
04561 |+06|-0053 C|.N. -06E +5|TNe +1A6 +F|.N. -092 +3|
04562 |...|..... .|.n. +0DD ..|.n. .... ..|.n. -07C ..|
04563 |...|..... .|... .... -1|... .... -2|... +07C -1|
04564 |-07|..... .|... .... -4|t.E .... -D|... .... ..|
04565 |...|..... .|... -045 ..|... .... ..|... .... -1|
04566 |...|..... .|... -02A ..|... .... ..|... .... ..|
04567 |...|+0053 C|.N. -0BA +2|TNe -0A6 +C|.N. +031 +2|
04568 |...|..... .|.n. +046 ..|tnE .... -C|.n. -00E ..|
04569 |...|..... .|... .... -1|... .... ..|... -00C -1|
04570 |...|..... .|... +0E3 -1|... .... ..|... .... ..|
04571 |...|..... .|... -045 ..|... .... ..|... .... -1|
04572 |...|..... .|... -02A ..|... .... ..|... .... ..|
04573 |-01|..... C|.N. -09F +5|.Ne +9B9 +D|.N. +00C +5|
04574 |...|..... .|... +07C ..|... .... +2|.n. -093 ..|
04575 |...|..... .|... .... ..|TnE .... -F|... +093 -1|
04576 |+01|..... .|.n. +092 -5|... .... ..|... .... ..|
04577 |...|..... .|... -045 ..|... .... ..|... .... -1|
04578 |...|..... .|... -02A ..|... .... ..|... .... ..|
04579 |...|-0053 8|.N. -06E +2|.Ne -913 +C|.N. -00C -1|
04580 |...|..... .|.n. +0DD ..|tnE .... -C|.n. -08B ..|
04581 |...|..... .|... .... -1|... .... ..|... +08B -1|
04582 |...|..... .|... .... -1|... .... ..|... .... ..|
04583 |...|..... .|... -045 ..|... .... ..|... .... -1|
04584 |...|..... .|... -02A ..|... .... ..|... .... ..|
04585 |+0E|+0053 C|.N. -0B4 +5|TNe .... +F|.N. +0EA +5|
04586 |...|..... .|.n. +053 ..|.n. .... ..|.n. -127 ..|
04587 |...|..... .|... .... -1|.N. .... -2|... +127 -1|
04588 |-09|..... .|... +0D0 -4|... -29C -2|... .... ..|
04589 |...|..... .|... -045 ..|... +064 -1|... .... -1|
04590 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
04591 |-0C|..... C|.N. -09F +2|... -1D2 +2|.N. -0DE -1|
04592 |...|..... .|.n. +07C ..|tnE .... -C|.n. -093 ..|
04593 |...|..... .|... .... -1|... .... ..|... +093 -1|
04594 |...|..... .|... +092 -1|... .... ..|... .... ..|
04595 |...|..... .|... -045 ..|... .... ..|... .... -1|
04596 |...|..... .|... -02A ..|... .... ..|... .... ..|
04597 |+0F|-0053 C|.N. -0A6 +5|TNe +1A6 +F|.N. .... +5|
04598 |...|..... .|.n. +06F ..|.n. .... ..|.n. -093 ..|
04599 |...|..... .|... .... -1|.N. .... -2|... +093 -1|
-------------------------------------------------------
04600 |-09|..... .|... +0A6 -4|... -29C -2|... .... ..|
04601 |...|..... .|... -045 ..|... +064 -1|... .... -1|
04602 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
04603 |+03|+0053 C|.N. -0B4 +2|... -02C +5|.N. +0DE -1|
04604 |...|..... .|.n. +053 ..|.n. .... ..|.n. -127 ..|
04605 |...|..... .|... .... -1|.N. .... -2|... +127 -1|
04606 |-09|..... .|... +0D0 -1|... -29C -2|... .... ..|
04607 |...|..... .|... -045 ..|... +064 -1|... .... -1|
04608 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
04609 |+04|-0068 8|.N. -0C1 +5|... -07F +5|..E -115 -A|
04610 |...|..... .|.n. +037 ..|.n. .... ..|... .... ..|
04611 |...|..... .|... .... -1|... .... -2|... .... ..|
04612 |-08|..... .|... +0A6 -5|t.E .... -D|.Ne .... +0|
04613 |...|..... .|... -028 ..|... .... ..|... .... ..|
04614 |...|..... .|... -02B ..|... .... ..|... .... ..|
04615 |-08|+003E 8|.N. -053 +3|... .... ..|.nE +053 +0|
04616 |...|..... .|.n. +0A6 ..|... .... ..|... .... ..|
04617 |...|..... .|... .... -1|... .... ..|... .... ..|
04618 |...|..... .|... .... -2|... .... ..|.Ne .... +0|
04619 |...|..... .|... -028 ..|... .... ..|... .... ..|
04620 |...|..... .|... -02B ..|... .... ..|... .... ..|
04621 |...|..... 8|.N. -053 +6|TNe .... +9|.nE -07D +0|
04622 |...|..... .|.n. +0A6 ..|.n. -028 ..|... .... ..|
04623 |...|..... .|... .... -1|... -02B ..|... .... ..|
04624 |...|..... .|... .... -5|... +054 ..|... .... ..|
04625 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04626 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04627 |...|-003E 8|.N. -08A +3|... +053 ..|... +02A ..|
04628 |...|..... .|.n. +037 ..|... -029 ..|... .... ..|
04629 |...|..... .|... .... -1|... -02B ..|... .... ..|
04630 |...|..... .|... +0A6 -2|... +054 ..|.Ne .... +0|
04631 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04632 |...|..... .|... -02B ..|... -02B -1|... .... ..|
04633 |+08|+003E 8|.N. -060 +6|.N. +052 ..|.nE +053 +0|
04634 |...|..... .|.n. +08B ..|.n. -028 ..|... .... ..|
04635 |...|..... .|... .... -1|... -02B ..|... .... ..|
04636 |-08|..... .|... +028 -5|... +054 ..|.Ne .... +0|
04637 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04638 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04639 |...|..... 8|.N. -053 +3|... +053 ..|.nE -07D +0|
04640 |...|..... .|.n. +0A6 ..|... -029 ..|... .... ..|
04641 |...|..... .|... .... -1|... -02B ..|... .... ..|
04642 |...|..... .|... .... -2|... +054 ..|... .... ..|
04643 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04644 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04645 |...|-003E 8|.N. -083 +6|.N. +052 ..|.Ne -013 +F|
04646 |...|..... .|.n. +046 ..|.n. -028 ..|.n. .... ..|
04647 |...|..... .|... .... -1|... -02B ..|... .... -1|
04648 |...|..... .|... +090 -5|... +054 ..|... .... ..|
04649 |...|..... .|... -028 ..|... -028 ..|... .... -1|
-------------------------------------------------------
04650 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04651 |...|+003E 8|.N. -060 +3|... +053 ..|..E +090 -D|
04652 |...|..... .|.n. +08B ..|... -029 ..|... .... ..|
04653 |...|..... .|... .... -1|... -02B ..|... .... ..|
04654 |...|..... .|... +028 -2|... +054 ..|.Ne .... +0|
04655 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04656 |...|..... .|... -02B ..|... -02B -1|... .... ..|
04657 |+08|-003E 8|.N. -053 +6|.N. +052 ..|... -090 +F|
04658 |...|..... .|.n. +0A6 ..|.n. -028 ..|.n. .... ..|
04659 |...|..... .|... .... -1|... -02B ..|... .... -1|
04660 |-08|..... .|... .... -5|... +054 ..|... .... ..|
04661 |...|..... .|... -028 ..|... -028 ..|... .... -1|
04662 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04663 |...|+003E 8|.N. -083 +3|... +053 ..|.N. .... -1|
04664 |...|..... .|.n. +046 ..|... -029 ..|.n. .... ..|
04665 |...|..... .|... .... -1|... -02B ..|... .... -1|
04666 |...|..... .|... +090 -2|... +054 ..|.N. .... -B|
04667 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04668 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04669 |...|..... 8|.N. -060 +6|.N. +052 ..|.nE +090 +0|
04670 |...|..... .|.n. +08B ..|.n. -028 ..|... .... ..|
04671 |...|..... .|... .... -1|... -02B ..|... .... ..|
04672 |...|..... .|... +028 -5|... +054 ..|.Ne .... +0|
04673 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04674 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04675 |...|-003E 8|.N. -053 +3|... +053 ..|... -090 +F|
04676 |...|..... .|.n. +0A6 ..|... -029 ..|.n. .... ..|
04677 |...|..... .|... .... -1|... -02B ..|... .... -1|
04678 |...|..... .|... .... -2|... +054 ..|... .... ..|
04679 |...|..... .|... -028 ..|... -028 ..|... .... -1|
04680 |...|..... .|... -02B ..|... -02B -1|... .... ..|
04681 |+08|+003E 8|.N. -087 +6|.N. +052 ..|..E +090 -D|
04682 |...|..... .|.n. +03E ..|.n. -028 ..|... .... ..|
04683 |...|..... .|... .... -1|... -02B ..|... .... ..|
04684 |-08|..... .|... +09C -5|... +054 ..|.Ne .... +0|
04685 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04686 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04687 |...|..... 8|.N. -060 +3|... +053 ..|.nE .... +0|
04688 |...|..... .|.n. +08B ..|... -029 ..|... .... ..|
04689 |...|..... .|... .... -1|... -02B ..|... .... ..|
04690 |...|..... .|... +028 -2|... +054 ..|.Ne .... +0|
04691 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04692 |...|..... .|... -02B ..|... -02B -1|... .... ..|
04693 |...|-003E 8|.N. -053 +6|.N. +052 ..|... -090 +F|
04694 |...|..... .|.n. +0A6 ..|.n. -028 ..|.n. .... ..|
04695 |...|..... .|... .... -1|... -02B ..|... .... -1|
04696 |...|..... .|... .... -5|... +054 ..|... .... ..|
04697 |...|..... .|... -028 ..|... -028 ..|... .... -1|
04698 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04699 |...|+003E 8|.N. -087 +3|... +053 ..|..E +090 -D|
-------------------------------------------------------
04700 |...|..... .|.n. +03E ..|... -029 ..|... .... ..|
04701 |...|..... .|... .... -1|... -02B ..|... .... ..|
04702 |...|..... .|... +09C -2|... +054 ..|.Ne .... +0|
04703 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04704 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04705 |+08|-003E 8|.N. -081 +6|.N. +052 ..|... -08A +F|
04706 |...|..... .|.n. +04A ..|.n. -028 ..|.n. .... ..|
04707 |...|..... .|... .... -1|... -02B ..|... .... -1|
04708 |-08|..... .|... +08A -5|... +054 ..|... .... ..|
04709 |...|..... .|... -028 ..|... -028 ..|... .... -1|
04710 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04711 |...|+003E 8|.N. -053 +3|... +053 ..|..E +08A -D|
04712 |...|..... .|.n. +0A6 ..|... -029 ..|... .... ..|
04713 |...|..... .|... .... -1|... -02B ..|... .... ..|
04714 |...|..... .|... .... -2|... +054 ..|.Ne .... +0|
04715 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04716 |...|..... .|... -02B ..|... -02B -1|... .... ..|
04717 |...|..... 8|.N. -053 +6|.N. +052 ..|.nE -07D +0|
04718 |...|..... .|.n. +0A6 ..|.n. -028 ..|... .... ..|
04719 |...|..... .|... .... -1|... -02B ..|... .... ..|
04720 |...|..... .|... .... -5|... +054 ..|... .... ..|
04721 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04722 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04723 |...|-003E 8|.N. -081 +3|... +053 ..|.Ne -00D +C|
04724 |...|..... .|.n. +04A ..|... -029 ..|.n. .... ..|
04725 |...|..... .|... .... -1|... -02B ..|... .... -1|
04726 |...|..... .|... +08A -2|... +054 ..|... .... ..|
04727 |...|..... .|... -028 ..|... -028 ..|... .... -1|
04728 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04729 |+08|+003E 8|.N. -060 +6|.N. +052 ..|..E +08A -A|
04730 |...|..... .|.n. +08B ..|.n. -028 ..|... .... ..|
04731 |...|..... .|... .... -1|... -02B ..|... .... ..|
04732 |-08|..... .|... +028 -5|... +054 ..|.Ne .... +0|
04733 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04734 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04735 |...|..... 8|.N. -053 +3|... +053 ..|.nE -053 +0|
04736 |...|..... .|.n. +0A6 ..|... -029 ..|... .... ..|
04737 |...|..... .|... .... -1|... -02B ..|... .... ..|
04738 |...|..... .|... .... -2|... +054 ..|... .... ..|
04739 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04740 |...|..... .|... -02B ..|... -02B -1|... .... ..|
04741 |...|-003E 8|.N. -083 +6|.N. +052 ..|.Ne -037 +F|
04742 |...|..... .|.n. +046 ..|.n. -028 ..|.n. .... ..|
04743 |...|..... .|... .... -1|... -02B ..|... .... -1|
04744 |...|..... .|... +090 -5|... +054 ..|... .... ..|
04745 |...|..... .|... -028 ..|... -028 ..|... .... -1|
04746 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04747 |...|+003E 8|.N. -060 +3|... +053 ..|..E +08A -D|
04748 |...|..... .|.n. +08B ..|... -029 ..|... .... ..|
04749 |...|..... .|... .... -1|... -02B ..|... .... ..|
-------------------------------------------------------
04750 |...|..... .|... +028 -2|... +054 ..|.Ne .... +0|
04751 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04752 |...|..... .|... -02B ..|... -02B -1|... .... ..|
04753 |+08|-003E 8|.N. -053 +6|.N. +052 ..|... -07D +F|
04754 |...|..... .|.n. +0A6 ..|.n. -028 ..|.n. .... ..|
04755 |...|..... .|... .... -1|... -02B ..|... .... -1|
04756 |-08|..... .|... .... -5|... +054 ..|... .... ..|
04757 |...|..... .|... -028 ..|... -028 ..|... .... -1|
04758 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04759 |...|+003E 8|.N. -083 +3|... +053 ..|..E +07D -D|
04760 |...|..... .|.n. +046 ..|... -029 ..|... .... ..|
04761 |...|..... .|... .... -1|... -02B ..|... .... ..|
04762 |...|..... .|... +090 -2|... +054 ..|.Ne .... +0|
04763 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04764 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04765 |...|..... 8|.N. -060 +6|.N. +052 ..|.nE .... +0|
04766 |...|..... .|.n. +08B ..|.n. -028 ..|... .... ..|
04767 |...|..... .|... .... -1|... -02B ..|... .... ..|
04768 |...|..... .|... +028 -5|... +054 ..|.Ne .... +0|
04769 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04770 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04771 |...|-003E 8|.N. -053 +3|... +053 ..|... -07D +F|
04772 |...|..... .|.n. +0A6 ..|... -029 ..|.n. .... ..|
04773 |...|..... .|... .... -1|... -02B ..|... .... -1|
04774 |...|..... .|... .... -2|... +054 ..|... .... ..|
04775 |...|..... .|... -028 ..|... -028 ..|... .... -1|
04776 |...|..... .|... -02B ..|... -02B -1|... .... ..|
04777 |+08|+003E 8|.N. -07D +6|.N. +052 ..|..E +07D -D|
04778 |...|..... .|.n. +053 ..|.n. -028 ..|... .... ..|
04779 |...|..... .|... .... -1|... -02B ..|... .... ..|
04780 |-08|..... .|... +07D -5|... +054 ..|.Ne .... +0|
04781 |...|..... .|... -028 ..|... -028 ..|... .... ..|
04782 |...|..... .|... -02B ..|... -02B ..|... .... ..|
04783 |+08|..... 8|.N. -060 +3|.N. +152 +E|.nE .... +0|
04784 |...|..... .|.n. +08B ..|.n. .... ..|... .... ..|
04785 |...|..... .|... .... -1|... .... -2|... .... ..|
04786 |...|..... .|... +028 -2|t.E .... -D|.Ne .... +0|
04787 |...|..... .|... -028 ..|... .... ..|... .... ..|
04788 |...|..... .|... -02B ..|... .... ..|... .... ..|
04789 |-08|-003E 8|.N. -053 +6|TNe .... +F|... -06D +F|
04790 |...|..... .|.n. +0A6 ..|.n. .... ..|.n. .... ..|
04791 |...|..... .|... .... -1|... .... -2|... .... -1|
04792 |...|..... .|... .... -5|t.E .... -D|... .... ..|
04793 |...|..... .|... -028 ..|... .... ..|... .... -1|
04794 |...|..... .|... -02B ..|... .... ..|... .... ..|
04795 |...|+003E 8|.N. -07D +3|... .... ..|..E +06D -D|
04796 |...|..... .|.n. +053 ..|... .... ..|... .... ..|
04797 |...|..... .|... .... -1|... .... ..|... .... ..|
04798 |...|..... .|... +07D -2|... .... ..|... .... ..|
04799 |...|..... .|... -028 ..|... .... ..|... .... ..|
-------------------------------------------------------
04800 |...|..... .|... -02B ..|... .... ..|... .... ..|
04801 |+08|-002E 8|.N. -08A +6|TNe +140 +F|.Ne -06D +F|
04802 |...|..... .|.n. +037 ..|.n. .... ..|.n. .... ..|
04803 |...|..... .|... .... -1|... .... -2|... .... -1|
04804 |-08|..... .|... +0E6 -5|t.E .... -D|... .... ..|
04805 |...|..... .|... -040 ..|... .... ..|... .... -1|
04806 |...|..... .|... -028 ..|... .... ..|... .... ..|
04807 |...|+004F 8|.N. -068 +3|... .... ..|..E +06D -D|
04808 |...|..... .|.n. +0D0 ..|... .... ..|... .... ..|
04809 |...|..... .|... .... -1|... .... ..|... .... ..|
04810 |...|..... .|... .... -2|... .... ..|.Ne .... +0|
04811 |...|..... .|... -040 ..|... .... ..|... .... ..|
04812 |...|..... .|... -028 ..|... .... ..|... .... ..|
04813 |...|..... 8|.N. -068 +6|TNe .... +0|.nE -07D +0|
04814 |...|..... .|.n. +0D0 ..|... .... ..|... .... ..|
04815 |...|..... .|... .... -1|... .... ..|... .... ..|
04816 |...|..... .|... .... -5|... .... ..|... .... ..|
04817 |...|..... .|... -040 ..|... .... ..|... .... ..|
04818 |...|..... .|... -028 ..|... .... ..|... .... ..|
04819 |...|-004F 8|.N. -0B5 +3|... .... ..|... +02A ..|
04820 |...|..... .|.n. +037 ..|... .... ..|... .... ..|
04821 |...|..... .|... .... -1|... .... ..|... .... ..|
04822 |...|..... .|... +0E6 -2|... .... ..|.Ne .... +0|
04823 |...|..... .|... -040 ..|... .... ..|... .... ..|
04824 |...|..... .|... -028 ..|... .... ..|... .... ..|
04825 |+08|+004F 8|.N. -08B +6|... .... ..|.nE +053 +0|
04826 |...|..... .|.n. +08B ..|... .... ..|... .... ..|
04827 |...|..... .|... .... -1|... .... ..|... .... ..|
04828 |-08|..... .|... +068 -5|... .... ..|.Ne .... +0|
04829 |...|..... .|... -040 ..|... .... ..|... .... ..|
04830 |...|..... .|... -028 ..|... .... ..|... .... ..|
04831 |...|..... 8|.N. -068 +3|... .... ..|.nE -07D +0|
04832 |...|..... .|.n. +0D0 ..|... .... ..|... .... ..|
04833 |...|..... .|... .... -1|... .... ..|... .... ..|
04834 |...|..... .|... .... -2|... .... ..|... .... ..|
04835 |...|..... .|... -040 ..|... .... ..|... .... ..|
04836 |...|..... .|... -028 ..|... .... ..|... .... ..|
04837 |...|-004F 8|.N. -0AE +6|... .... ..|.Ne .... +F|
04838 |...|..... .|.n. +046 ..|... .... ..|.n. .... ..|
04839 |...|..... .|... .... -1|... .... ..|... .... -1|
04840 |...|..... .|... +0D0 -5|... .... ..|... .... ..|
04841 |...|..... .|... -040 ..|... .... ..|... .... -1|
04842 |...|..... .|... -028 ..|... .... ..|... .... ..|
04843 |...|+004F 8|.N. -08B +3|... .... ..|..E +07D -D|
04844 |...|..... .|.n. +08B ..|... .... ..|... .... ..|
04845 |...|..... .|... .... -1|... .... ..|... .... ..|
04846 |...|..... .|... +068 -2|... .... ..|.Ne .... +0|
04847 |...|..... .|... -040 ..|... .... ..|... .... ..|
04848 |...|..... .|... -028 ..|... .... ..|... .... ..|
04849 |+08|-004F 8|.N. -068 +6|... .... ..|.nE -053 +0|
-------------------------------------------------------
04850 |...|..... .|.n. +0D0 ..|... .... ..|... .... ..|
04851 |...|..... .|... .... -1|... .... ..|... .... ..|
04852 |-08|..... .|... .... -5|... .... ..|... .... ..|
04853 |...|..... .|... -040 ..|... .... ..|... .... ..|
04854 |...|..... .|... -028 ..|... .... ..|... .... ..|
04855 |...|+004F 8|.N. -0AE +3|... .... ..|... +053 ..|
04856 |...|..... .|.n. +046 ..|... .... ..|... .... ..|
04857 |...|..... .|... .... -1|... .... ..|... .... ..|
04858 |...|..... .|... +0D0 -2|... .... ..|.Ne .... +0|
04859 |...|..... .|... -040 ..|... .... ..|... .... ..|
04860 |...|..... .|... -028 ..|... .... ..|... .... ..|
04861 |...|..... 8|.N. -08B +6|... .... ..|.nE .... +0|
04862 |...|..... .|.n. +08B ..|... .... ..|... .... ..|
04863 |...|..... .|... .... -1|... .... ..|... .... ..|
04864 |...|..... .|... +068 -5|... .... ..|.Ne .... +0|
04865 |...|..... .|... -040 ..|... .... ..|... .... ..|
04866 |...|..... .|... -028 ..|... .... ..|... .... ..|
04867 |...|-004F 8|.N. -068 +3|... .... ..|.nE -053 +0|
04868 |...|..... .|.n. +0D0 ..|... .... ..|... .... ..|
04869 |...|..... .|... .... -1|... .... ..|... .... ..|
04870 |...|..... .|... .... -2|... .... ..|... .... ..|
04871 |...|..... .|... -040 ..|... .... ..|... .... ..|
04872 |...|..... .|... -028 ..|... .... ..|... .... ..|
04873 |+08|+004F 8|.N. -0B2 +6|... .... ..|... +053 ..|
04874 |...|..... .|.n. +03E ..|... .... ..|... .... ..|
04875 |...|..... .|... .... -1|... .... ..|... .... ..|
04876 |-08|..... .|... +0DC -5|... .... ..|.Ne .... +0|
04877 |...|..... .|... -040 ..|... .... ..|... .... ..|
04878 |...|..... .|... -028 ..|... .... ..|... .... ..|
04879 |...|..... 8|.N. -08B +3|... .... ..|.nE .... +0|
04880 |...|..... .|.n. +08B ..|... .... ..|... .... ..|
04881 |...|..... .|... .... -1|... .... ..|... .... ..|
04882 |...|..... .|... +068 -2|... .... ..|.Ne .... +0|
04883 |...|..... .|... -040 ..|... .... ..|... .... ..|
04884 |...|..... .|... -028 ..|... .... ..|... .... ..|
04885 |...|-004F 8|.N. -068 +6|... .... ..|.nE -053 +0|
04886 |...|..... .|.n. +0D0 ..|... .... ..|... .... ..|
04887 |...|..... .|... .... -1|... .... ..|... .... ..|
04888 |...|..... .|... .... -5|... .... ..|... .... ..|
04889 |...|..... .|... -040 ..|... .... ..|... .... ..|
04890 |...|..... .|... -028 ..|... .... ..|... .... ..|
04891 |...|+004F 8|.N. -0B2 +3|... .... ..|... +053 ..|
04892 |...|..... .|.n. +03E ..|... .... ..|... .... ..|
04893 |...|..... .|... .... -1|... .... ..|... .... ..|
04894 |...|..... .|... +0DC -2|... .... ..|.Ne .... +0|
04895 |...|..... .|... -040 ..|... .... ..|... .... ..|
04896 |...|..... .|... -028 ..|... .... ..|... .... ..|
04897 |+08|-004F 8|.N. -0AC +6|... .... ..|.nE -053 +0|
04898 |...|..... .|.n. +04A ..|... .... ..|... .... ..|
04899 |...|..... .|... .... -1|... .... ..|... .... ..|
-------------------------------------------------------
04900 |-08|..... .|... +0CA -5|... .... ..|.Ne .... +0|
04901 |...|..... .|... -040 ..|... .... ..|... .... ..|
04902 |...|..... .|... -028 ..|... .... ..|... .... ..|
04903 |...|+004F 8|.N. -068 +3|... .... ..|.nE +053 +0|
04904 |...|..... .|.n. +0D0 ..|... .... ..|... .... ..|
04905 |...|..... .|... .... -1|... .... ..|... .... ..|
04906 |...|..... .|... .... -2|... .... ..|.Ne .... +0|
04907 |...|..... .|... -040 ..|... .... ..|... .... ..|
04908 |...|..... .|... -028 ..|... .... ..|... .... ..|
04909 |...|..... 8|.N. -068 +6|... .... ..|.nE -07D +0|
04910 |...|..... .|.n. +0D0 ..|... .... ..|... .... ..|
04911 |...|..... .|... .... -1|... .... ..|... .... ..|
04912 |...|..... .|... .... -5|... .... ..|... .... ..|
